Name,Code,Description
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R633,Dificultades y mala administracion de la alimentacion
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R634,Perdida anormal de peso
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R635,Aumento anormal de peso
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R636,Ingesta insuficiente de alimentos y agua debida a descuido personal
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R638,Otros sintomas y signos concernientes a la alimentacion y a la ingestion de liquidos
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R64X,Caquexia
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R650,"Síndrome de respuesta inflamatoria sistémica de origen infeccioso, sin falla orgánica"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R651,"Síndrome de respuesta inflamatoria sistémica de origen infeccioso, con falla orgánica"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R652,"Síndrome de respuesta inflamatoria sistémica de origen no infeccioso, sin falla orgánica"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R653,"Síndrome de respuesta inflamatoria sistémica de origen no infeccioso, con falla orgánica"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R659,"Síndrome de respuesta inflamatoria sistémica, no especificado"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R680,Hipotermia no asociada con baja temperatura del ambiente
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R681,Sintomas no especificos propios de la infancia
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R682,"Boca seca, no especificada"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R683,Dedos de la mano deformes
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R688,Otros sintomas y signos generales especificados
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R69X,Causas de morbilidad desconocidas y no especificadas
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R700,Velocidad de eritrosedimentacion elevada
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R701,Viscosidad plasmatica anormal
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R71X,Anormalidad de los eritrocitos
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R72X,"Anormalidades de los leucocitos, no clasificadas en otra parte"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R730,Anormalidades en la prueba de tolerancia a la glucosa
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R739,"Hiperglicemia, no especificada"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R740,Elevacion de los niveles de transaminasas o deshidrogenasa lactica [DHL]
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R748,Niveles anormales de otras enzimas en suero
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R749,"Nivel anormal de enzimas en suero, no especificado"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R75X,Evidencias de laboratorio del virus de la inmunodeficiencia humana [VIH]
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R760,Titulacion elevada de anticuerpos
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R761,Reaccion anormal a la prueba con tuberculina
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R762,Falso positivo en la prueba serologica para sifilis
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R768,Otros hallazgos inmunologicos anormales especificados en suero
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R769,Hallazgos inmunologicos anormales no especificados en suero
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R770,Anormalidad de la albumina
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R771,Anormalidad de la globulina
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R772,Anormalidad de la alfafetoproteina
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R778,Otras anormalidades especificadas de las proteinas plasmaticas
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R779,Anormalidades no especificadas de las proteinas plasmaticas
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R780,Hallazgo de alcohol en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R781,Hallazgo de drogas opiaceas en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R782,Hallazgo de cocaina en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R783,Hallazgo de alucinogenos en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R784,Hallazgo de otras drogas potencialmente adictivas en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R785,Hallazgo de drogas psicotropicas en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R786,Hallazgo de agentes esteroides en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R787,Hallazgo de niveles anormales de metales pesados en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R788,Hallazgo de otras sustancias especificadas que normalmente no se encuentran en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R789,Hallazgo de sustancia no especificada que normalmente no se encuentra en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R790,Nivel anormal de mineral en la sangre
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R798,Otros hallazgos anormales especificados en la quimica sanguinea
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R799,"Hallazgo anormal en la quimica sanguinea, sin otra especificacion"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R80X,Proteinuria aislada
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R81X,Glucosuria
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R820,Quiluria
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R821,Mioglobinuria
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R822,Biliuria
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R823,Hemoglobinuria
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R824,Acetonuria
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R825,"Elevacion de los niveles de drogas, medicamentos y sustancias biologicas en la orina"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R826,Niveles anormales en la orina de sustancias de origen principalmente no medicinal
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R827,Hallazgos anormales en el examen microbiologico de la orina
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R828,Hallazgos anormales en el examen citologico e histologico de la orina
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R829,Otros hallazgos anormales en la orina y los no especificados
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R830,"Hallazgos anormales en el liquido cefalorraquideo, nivel anormal de enzimas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R831,"Hallazgos anormales en el liquido cefalorraquideo, nivel anormal de hormonas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R832,"Hallazgos anormales en el liquido cefalorraquideo, nivel anormal de otras drogas, medicamentos y sustancias biologicas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R833,"Hallazgos anormales en el liquido cefalorraquideo, nivel anormal de sustancias de origen fundamentalmente no medicinal"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R834,"Hallazgos anormales en el liquido cefalorraquideo, hallazgos inmunologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R835,"Hallazgos anormales en el liquido cefalorraquideo, hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R836,"Hallazgos anormales en el liquido cefalorraquideo, hallazgos citologicos anormales, Frotis anormal de Papanicolaou"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R837,"Hallazgos anormales en el liquido cefalorraquideo, hallazgos histologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R838,"Hallazgos anormales en el liquido cefalorraquideo, otros hallazgos anormales, hallazgos cromosomicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R839,"Hallazgos anormales en el liquido cefalorraquideo, hallazgos anormales no especificados"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R840,"Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos, nivel anormal de enzimas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R841,"Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos, nivel anormal de hormonas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R842,"Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos,nivel anormal de otras drogas, medicamentos y sustancias biologicas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R843,"Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos, nivel anormal de sustancias de origen fundamentalmente no medicinal"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R844,"Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos, hallazgos inmunologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R845,"Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos, hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R846,"Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos, hallazgos citologicos anormales, Frotis anormal de Papanicolaou"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R847,"Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos, hallazgos histologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R848,"Hallazgos anormales en muestras tomadas de organos respiratorias y toracicos otros hallazgos anormales, hallazgos cromosomicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R849,"Hallazgos anormales en muestras tomadas de organos respiratorios y toracicos, hallazgos anormales no especificados"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R850,"Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal, nivel anormal de enzimas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R851,"Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal, nivel anormal de hormonas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R852,"Hallazgos anormales en muestras tomadas de organos digesivos y de la cavidad abdominal, nivel anormal de otras drogas, medicamentos y sustancias biologicas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R853,"Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal, nivel anormal de sustancias de origen fundamentalmente no medicinal"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R854,"Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal, hallazgos inmunologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R855,"Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal, hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R856,"Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal, hallazgos citologicos anormales, frotis anormal de Papanicolaou"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R857,"Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal, hallazgos histologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R858,"Hallazgos anormales en muestras tomadas de organos digestivos y de la cavidad abdominal, otros hallazgos anormales, hallazgos cromosomicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R859,"Hallazgos anormales en muestra tomadas de organos digestivos y de la cavidad abdominal, hallazgos anormales no especificados"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R860,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, nivel anormal de enzimas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R861,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, nivel anormal de hormonas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R862,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, nivel anormal de otras drogas, medicamentos y sustancias biologicas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R863,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, nivel anormal de sustancias de origen fundamentalmente no medicinal"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R864,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, hallazgos inmunologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R865,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R866,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, hallazgos citologicos anormales, frotis anormal de Papanicolaou"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R867,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, hallazgos histologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R868,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, otros hallazgos anormales, hallazgos cromosomicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R869,"Hallazgos anormales en muestras tomadas de organos genitales masculinos, hallazgos anormales no especificados"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R870,"Hallazgos anormales en muestras tomadas de organos genitales femeninos, nivel anormal de enzimas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R871,"Hallazgos anormales en muestras tomadas de organos genitales femeninos, nivel anormal de hormonas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R872,"Hallazgos anormales en muestras tomadas de organos genitales femeninos, nivel anormal de otras drogas, medicamentos y sustancias biologicas."
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R873,"Hallazgos anormales en muestras tomadas de organos genitales femeninos, nivel anormal de sustancias de origen fundamentalmente no medicinal"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R874,"Hallazgos anormales en muestras tomadas de organos genitales femeninos, hallazgos inmunologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R875,"Hallazgos anormales en muestras tomadas de organos genitales femeninos, hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R876,"Hallazgos anormales.en muestras tomadas de organos genitales femeninos, hallazgos citologicos anormales, Frotis anormal de Papanicolaou"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R877,"Hallazgos anormales en muestras tomadas de organos genitales femeninos, hallazgos histologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R878,"Hallazgos anormales en muestras tomadas de organos genitales femeninos, otros hallazgos anormales, hallazgos cromosomicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R879,"Hallazgos anormales en muestras tomadas de organos genitales femeninos, hallazgos anormales, no especificados"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R890,"Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos, nivel anormal de enzimas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R891,"Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos, nivel anormal de hormonas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R892,"Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos, nivel anormal de otras drogas, medicamentos y sustancias biologicas"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R893,"Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos, nivel anormal de sustancias de origen fundamentalmente no medicinal"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R894,"Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos, hallazgos inmunologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R895,"Hallazgos anormales en muestra tomadas de otros organos , sistemas y tejidos, hallazgos microbiologicos anormales, hallazgos positivos en el cultivo"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R896,"Hallazgos anormales en muestra tomadas de otros organos, sistemas y tejidos, hallazgos citologicos anormales, frotis anormal de Papanicolaou"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R897,"Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos, hallazgos histologicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R898,"Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos, otros hallazgos anormales, hallazgos cromosomicos anormales"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R899,"Hallazgos anormales en muestras tomadas de otros organos, sistemas y tejidos, hallazgos anormales no especificados."
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R900,Lesion que ocupa el espacio intracraneal
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R908,Otros hallazgos anormales en diagnostico por imagen del sistema nervioso central
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R91X,Hallazgos anormales en diagnostico por imagen del pulmon
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R92X,Hallazgos anormales en diagnostico por imagen de la mama
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R930,"Hallazgos anormales en diagnostico por imagen del craneo y de la cabeza, no clasificados en otra parte"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R931,Hallazgos anormales en diagnostico por imagen del corazon y de la circulacion coronaria
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R932,Hallazgos anormales en diagnostico por imagen del higado y de las vias biliares
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R933,Hallazgos anormales en diagnostico por imagen de otras partes de las vias digestivas
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R934,Hallazgos anormales en diagnostico por imagen de los organos urinarios
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R935,"Hallazgos anormales en diagnostico por imagen de otras regiones abdominales, incluido el retroperitoneo"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R936,Hallazgos anormales en diagnostico por imagen de los miembros
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R937,Hallazgos anormales en diagnostico por imagen de otras partes del sistema osteomuscular
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R938,Hallazgos anormales en diagnostico por imagen de otras estructuras especificadas del cuerpo
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R940,Resultados anormales en estudios funcionales del sistema nervioso central
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R941,Resultados anormales en estudios funcionales del sistema nervioso periferico y sentidos especiales
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R942,Resultados anormales en estudios funcionales del pulmon
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R943,Resultados anormales en estudios funcionales cardiovasculares
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R944,Resultados anormales en estudios funcionales del rinon
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R945,Resultados anormales en estudios funcionales del higado
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R946,Resultados anormales en estudios funcionales de la tiroides
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R947,Resultados anormales en otros estudios funcionales endocrinos
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R948,Resultados anormales en los estudios funcionales de otros organos y sistemas
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R950,"Síndrome de la muerte súbita infantil, con mención de autopsia"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R959,"Síndrome de la muerte súbita infantil, sin mención de autopsia"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R960,Muerte instantanea
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R961,"Muerte que ocurre en menos de 24 horas del inicio de los sintomas, no explicada de otra forma"
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R98X,Muerte sin asistencia
"Sintomas, signos y hallazgos anormales clinicos y de laboratorio, no clasificados en otra parte",R99X,Otras causas mal definidas y las no especificadas de mortalidad
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S000,Traumatismo superficial del cuero cabelludo
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S001,Contusion de los parpados y de la region periocular
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S002,Otros traumatismos superficiales del parpado y de la region periocular
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S003,Traumatismo superficial de la nariz
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S004,Traumatismo superficial del oido
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S005,Traumatismo superficial del labio y de la cavidad bucal
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S007,Traumatismos superficiales multiples de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S008,Traumatismo superficial de otras partes de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S009,"Traumatismo superficial de la cabeza, parte no especificada"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S010,Herida del cuero cabelludo
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S011,Herida del parpado y de la region periocular
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S012,Herida de la nariz
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S013,Herida del oido
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S014,Herida de la mejilla y de la region temporomandibular
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S015,Herida del labio y de la cavidad bucal
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S017,Heridas multiples de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S018,Herida de otras partes de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S019,"Herida de la cabeza, parte no especificada"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S020,Fractura de la boveda del craneo
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S021,Fractura de la base del craneo
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S022,Fractura de los huesos de la nariz
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S023,Fractura del suelo de la orbita
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S024,Fractura del malar y del hueso maxilar superior
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S025,Fractura de los dientes
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S026,Fractura del maxilar inferior
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S027,Fracturas multiples que comprometen el craneo y los huesos de la cara
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S028,Fractura de otros huesos del craneo y de la cara
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S029,"Fractura del craneo y de los huesos de la cara, parte no especificada"
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S030,Luxacion del maxilar
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S031,Luxacion del cartilago septal de la nariz
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S032,Luxacion de diente
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S033,Luxacion de otras partes y de las no especificadas de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S034,Esguinces y torceduras del maxilar
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S035,Esguinces y torceduras de articulaciones y ligamentos de otras partes y las no especificadas de la cabeza
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S040,Traumatismo del nervio optico [II par] y de las vias opticas
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S041,Traumatismo del nervio motor ocular comun [III par]
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S042,Traumatismo del nervio patetico [IV par]
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S043,Traumatismo del nervio trigemino [V par]
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S044,Traumatismo del nervio motor ocular externo [VI par]
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S045,Traumatismo del nervio facial [VII par]
"Traumatismos, envenenamiento y algunas otras consecuencias de causas externas",S046,Traumatismo del nervio acustico [VIII par]
